avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctOtherRace,PctMarriedHouseholds,BirthRate
2648,832,161.7,514.4,70299,474558,14.5,39.3,37.6,40.9,2.81,51.2,10.4,26.3,32,18.4,55.2,6.9,70.3,59.8,55.9,31.6,20.2,75.33128316,10.53037053,3.674856767,54.52999083,4.517034138
626,208,142.4,442.6,51573,160580,17.9,30.3,29.3,31.8,2.47,40.6,3.7,23.5,31.6,21.7,55.2,5.1,83.5,69.8,59.5,21.4,8.4,88.37558531,3.841645388,0.500560755,46.5592921,3.704047746
468,193,176.3,434,43113,97610,20.9,37.6,36.4,39,2.56,45.8,10.2,30,32.9,17,55.2,8.4,62.7,50,42.8,37.2,22.6,59.87126212,37.0549173,0.407398354,46.36348801,5.831783426
269,124,203.1,460.6,41514,45366,18.2,38.8,37.4,40.7,2.46,49.3,25.1,35.5,34,13,55.3,7.8,58.6,42.5,37.5,38.7,21.4,79.2331147,1.882115515,2.66523351,46.08887662,6.042169307
280,119,182.8,466.3,43701,40884,13.4,47.2,46.3,48,2.2,54.6,12.1,34.6,42.6,9.9,55.3,7.5,69.6,50.4,45.4,41.6,19.9,96.72536149,0.370576695,0.542543658,49.59331841,4.527363184
2624,1086,195.2,478.8,50774,487865,17.6,38.1,36.6,39.5,2.65,44.7,19.8,34.8,35.4,13.8,55.3,10.5,64.7,51.8,48,33.1,19.5,61.73178789,24.85313143,8.969153533,44.50887548,5.596850638
526,205,202.2,512.4,50407,106439,14.3,35.7,34,37.7,2.58,52.8,10,39.4,32.1,13,55.3,8.2,72.2,52.8,36.2,33.7,16.4,79.82404747,11.69079969,0.95788113,51.27798692,5.822489804
123,48,205.4,513.7,46226,24757,16.9,36.7,35.3,37.7,2.91,54.9,10.5,48.3,44.8,7.7,55.3,6.8,67.3,52.8,50.1,34.5,18.4,94.85610053,0.31617349,2.375354682,56.81681682,7.708225556
138,60,185.4,414.5,52288,27852,12.1,42.4,41.3,43.3,2.74,45.1,5.2,48.5,39.7,9.7,55.3,9.7,71.1,56.4,49.6,31.2,15.2,64.47883316,32.96335824,0.761294913,49.82392595,5.697445973
2017,744,176.7,472.3,67106,436092,12.3,37.3,35.9,38.7,2.89,46.8,14.7,32.5,23.8,17.6,55.3,11.4,69.2,50,47.6,32.4,18.1,53.81430078,13.90759431,8.719844605,50.1044481,5.163792425
6346,2389,168.9,452,55803,1501335,18.1,35.5,34.2,36.8,2.76,45,13.9,29.5,22.3,19.1,55.3,11.8,63.2,50,45.4,35.2,21.6,59.58677393,9.957416675,6.8865327,44.78928273,5.384470827
87,39,203.5,467.2,56444,17615,14.1,36,35.7,37.1,2.65,53.3,18.6,36.2,30.7,10.1,55.3,3.3,64.9,50,42.5,31.4,17.4,86.9474417,4.548091426,5.737324516,57.2702332,5.812641084
84,32,153.3,400.2,48006,21482,14.3,34,33.1,35,3.04,55.1,14.2,41.9,21.7,11.4,55.3,10.4,48.9,50,29.6,42.3,30.9,85.00654328,0.705739391,7.61357263,57.56531726,6.602564103
173,80,181.2,409.9,44076,36223,20.3,39.2,38,40,2.65,57.4,13,41.1,37.3,10.5,55.3,7.1,55.2,46.2,34.5,35,19.9,84.95441156,6.834058073,5.271426568,56.56596097,7.914410931
1189,413,175.5,502.3,38454,242891,23.6,33.6,32,35.2,2.68,35,17.3,25,24.9,16.1,55.4,10.3,56.1,44.5,37.8,37.2,23.8,27.30056858,70.30796262,0.708492968,34.49223767,5.533244087
1023,442,189.8,438.8,43054,226519,22.5,35.2,33.5,36.6,2.47,39.5,19.9,30.8,26,19.2,55.4,8.8,63.5,47.6,39.7,36.3,20.9,38.92380927,56.08929683,1.012545039,37.81552964,5.64778925
168,76,216.9,490.5,42839,31552,15.5,39.4,38.7,40.5,2.57,53.2,10.8,43.9,42,10.4,55.4,8.4,65,50.4,44.5,34.1,18.3,89.36743798,7.195352868,1.354343849,52.44819519,3.440273038
1962.667684,85,184.4,453.5494221,45180,35788,15,38.2,36.5,40,2.48,51.9,12.8,32.3,30.5,12.7,55.4,7,69,52.3,46.2,34.4,17.4,87.71861748,3.168047895,1.89306799,50.73056692,7.404550713
88,34,177.5,458.9,48084,14629,13.3,43.2,42.4,44.3,2.46,58,17.8,48.8,51.1,8,55.4,7.5,70.9,52.5,47,37.5,17.9,97.01238601,1.429154757,0.306247448,56.30872483,4.970178926
428,150,174.2,505.4,51600,71849,11.8,40.8,39.3,41.8,2.55,46.7,7.1,25.6,33.7,14.8,55.4,5.1,74.1,59,54.4,33.5,17.2,94.83617988,2.048959642,0.179491074,51.08794887,3.238819733
382,132,155.9,444.5,43835,104236,22.5,30,28.5,31.3,2.56,37.2,3.5,23.8,29.9,20.6,55.4,5.8,76.5,63.8,57.1,23.3,12.4,90.57717276,3.597002007,0.353110123,40.42122317,4.001671717
124,41,152.6,490.8,54547,18557,11.2,42.9,40.6,46.3,0.0241,49.9,14.4,45.6,39.8,15.9,55.4,6.6,77.6,48,53.8,32.1,13.7,94.35379295,1.680354441,0.124270586,49.33604336,3.59080341
760,282,158.9,428.2,54509,213016,19.5,30.9,30.5,31.4,2.77,43.1,6,23.9,19.7,19.7,55.4,9,70.5,48,49.3,27.6,16.2,66.08576114,2.609010226,10.78188308,46.42554551,4.109357003
51,18,140.3,422.7,41376,8583,15.8,44.8,43.9,46,2.43,57,15.7,37.1,48.7,9.7,55.4,5.9,63.1,48,40.7,37.3,18.8,94.89631336,2.730414747,0.011520737,55.02419584,4.179104478
53,24,189.6,430.5,53244,11721,14,34.8,33.1,37.4,2.86,50,20.9,40.8,35,7.9,55.4,4.4,61.1,50,45.3,29.6,17.1,84.36525612,6.262806236,7.091314031,50.42492918,7.0703125
394,155,205.9,515.4,45226,74103,19.4,35.8,34.7,37.1,0.0277,46,23.5,41.4,42.1,9,55.5,10.6,58,44.2,38.6,37.5,23,62.28867429,31.42633017,0.742513998,46.37692162,6.645642202
298,119,182.2,462.5,46073,59660,18.5,37.5,36,39.9,2.75,49.2,18.3,34.6,26.4,14.7,55.5,10.3,59,45.5,36.5,34.3,20.7,69.20293514,19.0682958,7.487630011,49.61803263,5.257747099
929,305,154.3,485.2,52387,175268,13.2,41.9,40.9,42.8,2.49,54.6,16.5,28.3,22.9,20.7,55.5,9.4,64.4,48.5,37.2,35.8,19.1,93.2775984,0.453721597,1.692453578,53.44377949,4.744289032
16,6,179.5,507.5,43272,1926,14.6,51.4,50.3,52.1,2.18,63.3,0.8,36.1,37.7,25.1,55.5,3.9,68.9,48.7,31.1,34.4,14,98.44767151,9.107977615,0.250375563,59.91237678,2.089552239
418,159,198.4,534.1,47547,62230,14.6,42.9,41.7,44.4,2.45,49.1,21.2,38,41.6,11.7,55.5,9.5,68.5,50,45.2,39.3,19.7,94.01754386,3.231259968,0.622009569,50.60032182,4.671621417
93,35,154.2,417.4,48622,20984,12.1,34.1,33.7,35,2.9,59.6,22.8,33,33.7,10.2,55.5,5.9,66.3,50.9,45.5,30.5,14.8,95.25657611,0.378515644,1.346365771,62.82269504,9.947524527
819,328,179.4,478.4,43343,125593,15,42.8,41,44.5,2.41,50,8.4,40.5,48.2,13.1,55.5,6.4,70.6,51.9,46.4,38.3,18.7,95.93192459,1.594331267,0.213526509,48.79100208,4.508674734
663,267,176.7,451.1,43212,126302,16.7,39.8,39.5,40.1,2.29,50.8,7.4,29.7,30.7,18,55.5,6.2,68,52.8,46.2,33.9,17,92.13913515,3.945194986,0.430907219,47.87605912,4.081698817
154,62,186.4,483.9,44385,26503,14.5,40.4,40.1,40.9,2.54,57.8,22,37,44.9,9.6,55.5,7.8,68,53.3,48.7,33.5,16.8,97.38064903,0.236078843,0.266057109,57.87336878,8.386023295
1370,549,178.3,482.8,45098,211917,15.4,42.3,40.4,43.8,2.41,45.8,11,23.5,37.7,16.3,55.5,6.9,72.5,55.6,50.6,35.1,17,92.69836362,3.086306972,0.672260247,44.9714232,3.545136747
132,57,204.2,472.9,51986,22810,15.3,41.5,40.1,43.1,2.63,55,22,34.4,47.3,9.2,55.5,8.2,72.9,55.7,51.7,32.7,14.5,95.73618167,1.354695845,0.329990013,56.25722878,4.663623735
28,15,183.1,376.8,38750,4388,18.5,52.8,52,54.6,2.22,55.6,15.5,38.9,35.4,12.7,55.5,7.6,56.3,50,25,40.7,16.7,94.11502452,0.022291574,4.748105216,51.75879397,6.469002695
271,117,219.1,533.4,44289,38339,18.6,41.7,40.3,43.4,2.4,51.4,19,35,35.4,9.6,55.6,9.6,59.7,41.9,37.9,46,26.1,92.99624984,3.680331049,0.439674124,47.34207692,6.338625621
38,16,150.9,398.5,42006,6385,16.7,44.5,43.4,45,2.41,55.5,40.9,26.4,43.5,9.9,55.6,4.3,65.1,42.9,32.9,41.9,18.1,97.6660401,0.469924812,1.983523004,51.81047766,7.016060862
137,59,181.3,419.5,37686,29463,20.7,35.8,34.7,36.9,2.71,45.6,24.8,20.5,32.7,9,55.6,9.8,55.3,42.9,36.9,37.2,22.6,59.36114777,22.36997936,0.087977532,44.7662507,8.259717314
266,120,206.1,472,44402,48689,16.5,38.6,37.5,39.4,2.67,49.9,24.1,37.8,39.6,12.5,55.6,6.1,60.1,45.4,39.7,36.5,20.7,74.65835432,6.975351967,2.087031914,49.10729277,5.886681383
145,64,163.1,375.6,50589,48656,16.1,29.1,28.3,30,2.94,44.8,9.6,25.2,31.4,13.7,55.6,8.3,55.9,45.5,39.4,28.8,19.3,68.98379392,25.36480031,1.98050036,54.39477649,4.760740197
549,234,213.2,493.1,49044,113972,20.9,35.2,34.4,36,2.78,47.7,24.4,42.9,40,9.8,55.6,5.5,59.8,47.8,42.6,32.8,20.1,71.23077469,18.53435277,0.777882244,47.74235394,5.230870955
104,43,176,458.2,39005,15989,15.2,42.6,40.9,44.5,2.34,56.2,18.6,47.8,43,11.5,55.6,5.6,63.9,47.8,39.7,40.5,22.5,96.74801784,1.226461843,0.086719524,53.12265988,5.732087227
314,129,176.3,429.7,48461,66746,17.1,37.5,36.3,38.9,2.76,53.3,12.5,34.5,34,14,55.6,7.7,60.7,47.8,43.4,31.5,17.9,72.92711203,21.66463405,2.773386332,56.07321838,5.790913336
109,43,176.4,466.4,43562,16391,14.7,45.9,44.2,47.1,2.38,52.3,8.9,48.5,42.7,10.1,55.6,6.5,67.4,49,43.9,41,20.3,96.23248195,1.789722745,0.145604562,51.27585686,5.300353357
1407,556,191.2,488.4,50155,264052,19.1,37.7,36.1,39.1,2.57,45.4,15.3,30,28.1,16,55.6,8.9,65.5,50.1,41.2,36,22.2,65.18730175,29.9132304,0.754225197,44.55885085,4.939849972
293,134,178.9,404.4,43687,61018,18.5,39.2,38.1,40,2.59,54,25.2,40.9,38.9,9,55.6,8.6,66.2,50.2,45.1,37.9,20.3,92.14873324,2.76457671,2.015666481,53.0124624,7.077326343
234,86,169.2,486.3,43490,37071,16.3,39.7,36.4,42.8,2.27,45.5,10.9,24.6,32.5,13.5,55.6,8.4,68.9,50.7,44.6,39,19.7,91.92385038,4.300844617,0.740045583,44.12405147,6.438050191
154,59,173.6,470.1,47542,26957,14.3,41.4,40.4,42.3,0.0254,56,18.5,35.1,45.3,8.7,55.6,8.3,68.3,52.2,45.9,36.1,19.4,96.8035688,0.918006194,0.645185076,56.38106082,5.441478439
24,11,166.9,352.4,44282,3402,13.2,51.2,52.2,49.7,2.13,60.5,15.9,30.1,36.9,13.5,55.6,3.6,80,56,35.3,35.1,10.4,96.91019347,9.107977615,1.983523004,53.90869293,6.270627063
436,160,154.4,438.7,51629,83632,11.9,40.9,39.7,42.4,2.45,57.2,13.1,34.5,29.6,19.4,55.6,8.5,76.5,58.6,53.6,31.9,13.4,93.6549316,1.381182436,0.611068593,55.87649106,5.762837089
345,133,172,462.2,49920,64717,14.7,40.1,39.5,41,2.42,47.2,6.5,24.2,33.7,13,55.6,5.4,76.5,59.3,53.9,32.9,15.8,93.28714063,2.44903628,0.729927007,49.85552712,5.026285421
208,77,158.7,449.3,49717,27554,11,51.7,50.2,53.2,2.11,62.6,20.8,31,32.9,19.7,55.6,6.2,75.8,48,42.4,39.5,15.5,96.61750388,0.540910894,0.393061916,56.50832819,4.481380181
2153,836,181.1,500,44222,318449,15.8,42.9,40.9,44.6,2.39,45.5,12.9,31.3,39.5,13.3,55.6,7.8,70.8,50,47.4,37.1,18.1,89.85894812,3.93883066,3.110014215,44.48372859,5.103967071
116,44,179.7,506.9,46927,15527,14.6,43.5,41.3,46,2.34,53.2,22.8,40.5,34.7,13.8,55.6,5.1,69,46.2,39.7,39,19,94.53384419,2.11366539,0.172413793,52.04957102,8.296346876
39,14,129,398.9,48456,7131,11.8,43.6,41.4,45.5,2.55,55.9,12.4,72.1,28.8,15.5,55.7,7,64.5,43.2,35.7,33.4,13.5,93.77950569,0.180505415,0.402665926,51.45213338,4.954367666
110,42,158.9,422.7,51508,21734,13.9,37.3,36.1,38.7,2.62,51.5,20.9,37.6,31.2,10.8,55.7,5.3,60.9,45.2,40.7,34.3,18.8,89.02461341,2.726690457,3.527312654,48.88513921,7.239057239
79,33,183.2,463.7,43770,12889,14.2,41.3,40.1,43.7,2.48,55,30.2,29.4,46.2,8.1,55.7,7,65.6,48.7,43,36.6,19.3,96.43596229,0.459875834,0.881428681,53.85802469,1.880766501
115,50,194.4,502.6,50750,14616,12.6,47.5,46.3,48.5,0.0222,56.1,15.2,40.6,43.3,11.2,55.7,8.1,70.5,50.6,43,38.6,17.6,95.74567868,1.226048506,0.850864264,51.66994106,4.903978052
146,61,206,479.5,43783,27897,17.5,39.4,38.5,41,2.62,52.8,17.1,45.6,47.4,6.8,55.7,9.7,65.9,50.9,47.7,35.4,18.7,97.27172482,1.426386369,0.298794152,51.4377298,5.751734773
310,122,185.1,495.6,48544,46045,12.9,42.6,41.3,44,2.42,54.6,14.9,30.1,37.3,12.2,55.7,9.6,70.7,52.4,46.2,38,18.7,97.18000171,0.685253181,0.121680471,53.28205669,5.090116855
935,357,182.6,471.3,58539,203967,10.9,39,37.6,40,2.84,53.4,16,35.4,30.7,16.7,55.7,10.7,70.1,54.5,41.7,29.7,14.9,82.00864161,9.763596853,1.06931014,56.88094652,3.920755108
297,127,215.7,512.2,49400,50375,12.9,40.7,40,41.8,2.28,46,11.7,35.6,31.8,16.5,55.7,8.7,71.9,55.2,50.2,32.5,15.3,82.83177307,10.49057817,1.7216441,42.83269148,4.425228891
61,32,183.6,373.6,37111,13385,22.6,36.1,32.9,38.7,2.78,54.5,26.4,30.7,30.5,11.6,55.8,6.2,48.4,38.2,31.8,38.5,26.4,87.20710231,5.836122835,4.555377674,53.44295992,6.74955595
18,6,198.6,573.8,36903,1830,18,49.6,52.3,44.2,2.47,55.1,34.9,40.6,39.7,18.8,55.8,3.9,57.7,40.7,24.7,41.3,19.9,98.47207587,9.107977615,1.983523004,52.04755614,3.899721448
167,69,198.5,497.2,41577,25172,16.1,42.2,40.7,43.4,2.39,55.4,20.7,41,44,7.3,55.8,7.8,60.9,44.6,40.2,38.3,20.9,97.13627129,0.367244882,0.476636975,51.54335644,4.972375691
111,40,138.1,408.4,49267,18260,14,45.7,44.5,47.7,2.23,46.8,9.7,42.5,30.9,14.7,55.8,6.8,65.9,47.4,43,39.8,18.5,82.73009307,1.066782779,1.578403091,40.26643207,4.535082715
280,111,161.9,454.6,54836,37512,11.7,49,48.2,49.6,2.3,54,16.1,39.3,27.9,18.2,55.8,6.7,72.1,48.2,38.4,40.1,16.2,82.23233419,11.88655785,0.703722321,50.68079601,3.328451604
1456,579,181.6,458.5,44050,297302,17.7,38.2,36.9,39.3,2.58,49.2,14.5,32.8,29.8,14.6,55.8,8.9,62.6,49.1,43.7,34.3,19.9,72.99306414,20.80414778,1.95886554,48.6859826,5.772383445
1892,685,163,505,64150,214333,8.9,51.3,49.5,53,2.24,53.2,11.5,37.2,24.9,23,55.8,7,74.2,49.5,43.3,44.1,18.9,92.77259901,2.59352039,1.023905087,49.56310834,3.521180903
219,89,210.6,522.6,49012,35757,16,41.7,39.6,43,2.49,52.6,13.7,38.3,35.2,13.8,55.8,7.9,64.4,50.2,44.8,37.2,20.9,92.94107749,5.250021034,0.218750876,50.3774783,4.293271005
1258,473,168.8,455.8,50154,286956,17.9,34.3,32.8,35.8,2.55,41.1,14,28.3,25.5,20.3,55.8,9.7,63.8,51.2,40.5,28.6,16.4,53.67825558,39.43786029,1.430412833,40.78656398,5.771170399
278,117,190.7,459.5,53872,55865,12.9,38.9,38.1,39.5,2.64,58.4,18.1,41.7,38.2,10.8,55.8,5.5,65.9,51.6,47.7,27.8,14.1,91.09887133,5.807674944,1.094356659,57.44026155,5.506783719
24,12,186.6,415.5,52032,4231,12,44.3,43.2,45.6,2.38,59.3,25.4,31.8,37.4,15.8,55.8,5,69.5,51.8,43.8,34.5,18,94.34603252,0.024265955,0.363989323,54.9122807,5.277044855
72,35,189.2,409.1,52185,14816,14.7,39,38.9,39.1,2.79,56.4,19.5,46.2,33.9,13.6,55.8,5.2,66.8,53.8,47.4,29.7,16.2,88.08504763,7.241474527,2.229739058,57.89782736,5.209698558
415,164,194.8,516.6,56645,64180,13.1,41.8,40.2,42.8,2.61,48.7,15.6,36.5,38.6,14.3,55.8,10.6,69.1,54.3,50.4,35.2,18.7,80.25184275,14.02487715,2.315724816,49.59953998,5.98109071
50,20,150,398.7,44188,10139,15.6,38.8,38.3,39.4,2.53,51.3,12,13.4,36.2,15.9,55.8,6.3,68.3,55,46.7,34,18.1,91.66175604,5.156157926,0.441956394,54.17001877,6.633574007
100,40,179.9,481.5,42166,17642,14,38.6,34.7,42.4,2.47,50.6,28.1,38.2,41.4,13.9,55.8,5.7,72.7,56.1,49.1,31.1,14.4,89.31961576,6.081964418,0.801455124,52.6972873,4.315304948
1948,686,153.4,460.5,75689,375391,8.3,41,39.7,42.2,2.67,55.6,10.7,31.2,19.4,24.5,55.8,8.3,78.2,61.9,53.6,27.6,11.3,83.6439336,1.415037676,2.91853227,56.72986062,4.433234709
221,89,187.8,486.5,46406,34828,15.1,41,39.1,43.8,2.29,48.8,10.3,35.2,41.4,14,55.8,8.3,69.5,48,45.1,37,19.4,91.17538216,5.986506875,0.116712688,49.07775769,4.011231448
373,131,162.1,437.7,48287,88856,17.3,37.5,35.6,39.3,2.91,46.4,18.8,40,31.2,17.4,55.9,11.2,62.2,49.3,44,28.6,15.8,44.24805238,49.2894213,2.212862913,48.17540425,5.788659325
84,31,169.8,463.3,52513,13134,12.3,44.6,44.3,45.2,2.58,52.2,19.5,31.6,36.4,14.4,55.9,6.6,65.3,49.6,42.3,33.5,16.8,85.78382901,8.252833346,1.026850232,53.72776334,6.25698324
771,291,197.9,551.5,47575,107303,16.3,40.6,39.2,41.8,2.35,47.8,11.9,33.9,34.6,15.2,55.9,10.5,66.8,49.7,45.4,39.4,22.2,78.62225601,14.73354519,0.55589644,44.24802405,5.647068254
173,70,161.3,411.6,48127,43269,18.6,33,32.2,33.7,2.34,44.5,6.1,22.4,26,22.7,55.9,7.8,70.2,53.8,43.6,31.1,15.3,89.22850915,0.969102455,3.741351531,45.37250044,4.333095578
267,108,176.1,464.1,41319,52521,22.9,33.3,32.5,34.1,2.31,42,6.4,14.8,32.2,14.1,55.9,9.7,69.2,53.8,45.8,34.3,19.1,92.93323529,3.459848785,0.182891189,43.22746048,4.437890116
260,105,180.1,446.7,42431,70698,28.3,26.3,26.3,26.1,2.61,34.9,5.1,17,31.8,15.5,55.9,11.3,72.6,58.7,51.3,27.1,14.2,88.56075507,2.585291995,0.305650285,40.69583553,3.814938787
171,63,132.7,385.2,77764,40384,8.3,43.6,42.2,45,2.72,60,19.7,33.3,21.1,26.7,55.9,4.5,75.6,48,43.5,28.3,11,92.39046064,0.88595059,2.601643425,61.07585596,3.026544282
84,38,203.3,467.1,43783,13936,15.1,41.3,40,42.5,2.5,53.2,24.6,45.7,39.2,13.3,56,3.6,59.2,39.1,34.3,34.9,18.6,76.06495303,1.339838346,2.650549771,52.49859629,3.244147157
11495,4052,137.3,408,42754,2693117,20.4,39,37.5,40.5,3.08,40.7,15.4,29.1,28.5,17.1,56,10,46.4,41.2,32.5,32,21.8,75.75059434,18.6422952,2.425501375,43.27147205,4.372227998
958,403,169.4,411,44342,248830,20.5,32.5,31.6,33.6,3.05,48.6,28.7,39.3,27.8,9.8,56,9,54.6,42.3,30.8,35.7,22.4,78.02051672,0.842737502,12.95026838,50.66898414,6.560611666
181,64,176.1,537.9,42552,24416,16.5,42.3,41.4,42.9,2.21,43.6,6.9,34.2,30.9,18.8,56,5.6,68.4,49.3,41.5,35.1,16.1,82.77600959,12.21014343,0.632414335,40.5218061,3.909798832
48,19,189.9,517.6,46894,6534,11.6,43.7,41.6,44.9,2.37,55.1,12,26.5,36.8,8,56,8.3,69.3,49.9,42.5,39.9,20,97.60866296,0.556474658,1.983523004,52.20825853,9.853733641
1813,976,196.2,370.7,42344,433689,20.7,37.7,36.1,39.4,2.4,41.6,16.5,28.8,31.2,14.7,56,11.1,64.7,50.5,46.5,37.8,22.4,72.97030906,18.83780581,2.037312526,38.87703455,5.157532738
3400,1382,186.7,466.5,44852,660367,19.5,37.4,35.7,39.1,2.47,43.9,13.2,29,26.5,18.6,56,9.1,66.7,52.3,46.3,33.2,18.7,52.76878302,42.34825333,1.912367646,41.80064309,5.582491665
330,110,151.2,479.9,46890,48586,13.6,45,44.1,46.3,2.43,57.2,18.6,48.1,50.8,8.5,56,7.3,70.9,52.6,44.2,34.9,15.3,97.71829035,0.568390172,0.305586114,54.965,4.585306863
866,334,180,460.1,59492,166397,13.3,41.8,40.9,42.5,2.89,49.6,9.7,35.3,36.6,14.9,56,12,70.6,55,48.5,31.6,16,78.09877234,13.61440544,2.690596315,55.42524041,4.318836947
295,119,177.4,449.8,41037,80850,23.7,27.2,26.6,28,2.36,41.1,5.1,18.7,27.4,21.1,56,6.3,70.8,58.2,45.3,26,14.1,80.74235423,3.725621042,0.492300719,42.72642886,5.395731735
308,123,184.4,500.9,40195,43066,18.4,43.3,41.3,45.1,2.24,45.2,8.9,26.7,34.5,18.7,56,5.5,70.9,48,47.9,36.2,16.8,93.13655843,4.152439444,0.288745789,42.92698827,3.257226644
71,27,165,483.2,43178,8979,14.3,47,45.2,49.8,2.19,55.3,17.7,33.7,43.3,10.1,56,5.5,70.3,48,38.1,41.7,19.3,97.11707746,0.539172535,0.066021127,49.44348256,4.371921182
404,134,150.9,480.7,44148,63100,16.5,42.9,40.9,44,2.4,50.1,13.3,29,34.5,13.1,56,8.7,65.8,48,45,40.7,22.5,96.0271106,0.997907362,0.501296186,48.48832759,4.741223308
431,161,182.4,476,48058,105473,19.4,429.6,33.5,37.2,2.92,44.4,22.2,33.9,32,13.7,56,11.8,60.6,50,42.8,33.6,20.9,53.90910419,41.73315797,0.489064251,47.2359343,6.215613383
42,19,172.8,439.7,39444,6692,15.4,41.4,40.5,42.8,2.38,59,17,42.2,43.5,13.1,56,6.3,65.2,50,35.9,39.5,19,97.45025792,1.061164333,0.427413412,55.45851528,6.582633053
30,15,173.5,376.7,36898,5901,23.7,37.3,37.5,37.1,2.54,57,13.9,33.2,29.1,12.9,56.1,8,49.7,35,28.1,41.4,25.2,91.58303658,2.929750728,2.379410813,53.87484459,4.490106545
166,64,154.8,417.1,47441,29460,12.4,44.5,42.8,45.6,2.47,56.5,15.8,31.8,42.2,10.2,56.1,7,62.5,46.7,41,41.4,23.2,97.29312716,0.603763459,0.09391876,57.15249094,6.553245117
786,287,175.8,462,52436,202786,13.7,35.3,33.6,36.5,2.75,49.7,15.6,34.8,31.1,14.7,56.1,9.9,66.7,50.4,42.4,30.4,16.2,67.340003,24.50248692,2.273607661,51.73547733,5.662000797
231,108,224.3,488.5,49453,41917,13.7,39.3,37.9,40.8,2.53,52.8,15.1,33.9,40.6,10.3,56.1,9.2,66.9,52.5,48.7,35.8,20.3,94.6600783,2.482574239,0.295999236,52.02513532,5.682641548
122,49,183.1,484.9,50347,19950,13.3,40.7,38.9,42.5,2.43,52.1,21,26.6,37.3,14.6,56.1,5.1,71.8,53,45.9,38.1,18.2,91.98705179,2.380478088,1.190239044,52.72202545,5.797101449
102,49,211.7,447.9,45168,16591,14.6,42.3,39.9,43.9,2.4,55.3,23.2,33.2,44.2,9,56.1,8.6,73.7,56.3,51.9,31.9,13,97.76764567,0.444102321,0.307910943,53.57502518,5.674931129
12,7,168,294.6,46364,2156,13.1,53.1,53.4,52.8,2.12,59.5,51.3,48.7,21.1,18.7,56.1,7.1,56.3,48,30.9,40.3,17.8,90.86021505,0.313620072,6.272401434,55.22971652,5.640305931
929,355,187.5,507.3,42728,152692,18,41.3,39.9,42.8,2.36,48,10.2,21.9,34.9,15.6,56.1,7.8,63.3,48,42.4,39.4,20.7,95.20063609,0.825746072,0.158371188,48.02575315,4.133114215
1962.667684,15,215.7,453.5494221,39926,5457,19.6,36.3,35.6,37.3,2.71,46.3,27.5,41,37.1,9.8,56.2,9.2,47.9,32.9,27.7,48.3,30.4,48.76273654,0.564046579,0.709606987,44.27786107,8.348623853
181,72,166.6,420.8,41587,36770,22.1,37.2,36.5,38.2,2.7,50.4,20.2,49,35.4,11.7,56.2,6.4,52,40,36.3,35.7,22.2,80.4114979,10.19181376,2.877206405,49.71603647,8.922207202
36,16,171.7,424.8,39292,6184,20.3,41.9,41.7,42.3,2.52,50.2,28.1,26.2,33,17.4,56.2,6,61.2,40.5,30,37.6,17.8,82.22687722,0.338382211,0.628424106,48.91114983,4.988123515
432,168,168.9,449.1,46737,83579,19.3,40.5,39.5,41.5,2.49,48.9,20.5,39.8,28.2,16.4,56.2,9.3,58.7,43.3,35.5,36.2,20.2,66.78247679,25.66213621,3.006985308,46.22883848,5.647184414
1962.667684,23,171.1,453.5494221,39764,8856,16.7,43.8,42.1,46.1,2.37,53.2,20,34.4,36.8,9.9,56.2,6.5,60.1,43.4,37.3,40,21.3,94.62531729,0.154508332,0.684251186,49.88060494,6.210826211
230,99,205.4,492.2,40532,39008,20.9,39.7,38.4,41.2,2.52,50.9,19,44.2,42,8.5,56.2,6.8,60.5,45.2,40.2,39.6,21.7,85.95274059,11.27979314,0.220168454,49.95081,5.810081525
823,293,177.5,502.3,41770,142799,16.7,40.5,39.7,41.4,2.59,52.9,19.8,33.7,35.1,10.6,56.2,9,59.2,47.6,41.1,34.2,21.1,87.470675,5.993537964,3.276673456,51.94562166,5.037284569
120,45,176.5,490.8,42812,20116,19.2,41.1,40,43.3,2.51,49.1,16.7,42.5,36.7,10.9,56.2,9.9,65.3,49.9,44.6,35.3,18.3,89.98151202,7.130365263,1.898765802,48.49370789,4.047026905
40,17,182.2,426.5,48707,6709,12.9,47.5,47.1,47.8,2.56,53.2,25.8,44,29.2,15.4,56.2,10.7,65.2,50.4,42.3,31.4,17.1,52.39630661,45.06815184,0.747471787,53.5982009,4.897660819
18,9,211.1,488.4,39643,3065,19.4,40,38.6,43,2.67,54.7,14.5,51.7,44.6,5.1,56.2,7.1,66.6,50.8,48,27.8,12.9,88.37058633,6.932296728,0.29154519,57.98394291,0.855920114
26,9,118.4,381.7,45784,4864,11.4,44.4,41.8,45.6,2.3,60.9,22.7,41.4,35.1,12.6,56.2,5.1,67.2,51.8,39.7,37,19.4,96.0375391,0.583941606,1.147028154,58.32908813,6.155507559
