YEAR,ADLT_MOR,ALCO,HEPT-B,BMI,POLIO,TOT_EXPD,DIPTR,HIV/AIDS,POPLN,THIN_1_19,THIN_5_9,ICOR,SCH,LIFE_EXP
2003,183,1.54,99,36.4,99,5.17,98,0.3,2556765,3.3,3.3,0.607,11.3,67.2
2012,121,0.01,94,29,94,4.61,94,0.3,513979,7.1,7.1,0.636,13.2,72.7
2004,183,1.59,99,37,99,5.11,99,0.3,2586435,3.2,3.2,0.613,11.6,67.8
2006,28,1.37,6,13.9,66,4.25,65,0.3,1161977719,27.1,28,0.536,9.7,64.8
2004,194,3.81,79,45.7,8,6.13,79,0.3,53973,2.1,2,0.587,11,71
2005,192,1.78,99,37.5,99,5.11,99,0.3,26167,3.2,3.2,0.62,11.7,67.3
2008,23,1.93,29,14.9,69,4.34,7,0.3,119714696,27,27.9,0.556,10.2,65.5
2014,21,0.01,88,22.9,88,2.28,88,0.3,51924182,12.9,13.1,0.547,9.1,66.4
2004,321,11.5,96,55,98,5.19,97,0.3,1446754,2.5,2.8,0.741,13.6,64.9
2007,23,2.83,99,5.8,99,6.32,99,0.3,683475,1.8,1.7,0.657,12.9,71.2
2008,194,2.68,98,51.4,98,6.21,98,0.3,61131,1.8,1.7,0.659,13.4,71.7
2008,138,4.85,93,5.8,93,4.73,93,0.3,2864198,1.2,1.2,0.7,13.2,73.9
2011,19,2.12,88,17,87,5.64,88,0.3,14537886,11,11.2,0.533,10.7,67
2000,163,3.99,36,43.6,83,3.38,87,0.3,12628596,1.6,1.5,0.668,12.4,72.8
2013,157,5.93,8,56.8,82,4.12,83,0.3,1281296,3.3,3.2,0.709,13.2,73.4
2009,189,0.08,82,22.1,85,2.83,78,0.3,23934478,1.7,1.6,0.645,11.7,67.9
2009,261,11.21,98,57,98,7.44,98,0.3,142785342,2.3,2.5,0.776,14,68.2
2008,278,12.04,98,56.6,98,6.22,98,0.3,14274235,2.3,2.5,0.769,13.9,67.5
2013,172,6.71,92,45,94,5.98,92,0.3,1348248,5.8,6,0.773,12.7,71
2012,237,10.99,97,58.7,98,6.88,97,0.3,14321676,2.3,2.4,0.792,14.3,69.6
2011,242,11.04,97,58.1,97,6.61,97,0.3,14296868,2.3,2.4,0.785,14,69.4
2002,157,3.88,75,45.1,88,4.62,88,0.3,13726,1.5,1.4,0.675,12.5,73.6
2010,187,0.08,83,22.9,82,2.74,81,0.3,242524123,1.6,1.5,0.656,12.1,68.1
2014,179,0.09,78,26.5,8,2.85,78,0.3,255131116,1.4,1.2,0.682,12.9,68.9
2011,185,0.08,81,23.8,81,2.71,81,0.3,24577511,1.6,1.5,0.662,12.3,68.3
2005,194,3.7,86,46.4,87,6.11,86,0.3,5379328,2,1.9,0.592,11,71.2
2000,196,4.79,76,4.8,91,3.98,91,0.3,247315,3.8,3.7,0.668,11.7,68.3
2012,183,0.08,83,24.7,84,2.9,83,0.3,248883232,1.5,1.4,0.669,12.6,68.5
2002,313,10.87,81,54.5,97,5.99,97,0.3,1453646,2.7,2.9,0.727,12.8,64.8
2009,231,8.71,66,58,74,7.8,71,0.3,46533,2.5,2.6,0.734,14.9,69.2
2014,149,2.87,97,5.2,97,8.72,97,0.3,889216,2.1,2.1,0.618,11.4,74.5
2013,218,7.56,98,45,98,5.1,98,0.3,75881,5.5,5.3,0.633,10.3,65.9
2004,215,2.9,9,48.6,9,7.3,9,0.3,6775,1.9,1.8,0.636,12.4,70
2003,29,3.1,94,47.8,93,7.61,94,0.3,5971535,2,1.9,0.628,12,69.9
2009,23,2.55,91,52.1,91,6.83,91,0.3,6137276,1.7,1.6,0.662,12.8,71.4
2009,218,7.49,98,41.6,97,7.32,98,0.3,745693,5.6,5.4,0.618,10.5,66.1
2010,191,2.36,89,52.8,89,6.91,89,0.3,6164626,1.7,1.6,0.662,12.9,72
2012,22,7.57,97,44.1,97,6.57,97,0.3,75391,5.6,5.3,0.63,10.6,65.8
2007,133,4.29,93,5.2,93,4.6,93,0.3,28292724,1.2,1.2,0.696,13.2,74
2009,16,5.88,98,26.8,99,4.11,99,0.3,66881867,8.3,8.5,0.706,13,73.7
2011,197,2.37,89,53.4,9,6.81,89,0.3,619256,1.7,1.6,0.666,13,72
2009,184,6.85,97,46.3,98,5.81,97,0.3,313929,3.5,3.4,0.7,12.7,69.5
2009,14,4.69,93,51.5,92,5.36,93,0.3,29157,1.2,1.2,0.706,13.3,73.8
2012,181,2.48,92,54.1,93,6.7,92,0.3,6221246,1.6,1.6,0.67,13.2,73
2008,162,5.92,98,25.7,99,3.92,99,0.3,6654576,8.5,8.6,0.7,12.9,73.5
2005,327,11.57,97,55.3,98,5.21,98,0.3,143518523,2.4,2.7,0.748,13.7,65
2014,154,5.92,89,57.9,9,4.38,91,0.3,145844,3.3,3.2,0.712,13.2,73.6
2014,171,6.94,92,46,94,5.93,92,0.3,1354493,5.8,6,0.778,12.7,71.1
2008,185,6.41,9,4.2,91,4.4,9,0.3,1315372,6.1,6.4,0.767,12.4,69.9
2010,163,2.95,99,3.7,99,5.29,99,0.2,1254,7.2,7.2,0.74,14,73.3
2009,2,2.5,37,15.4,73,4.38,74,0.2,121427132,27,27.8,0.563,10.5,66
2013,163,0.01,96,39,97,6.75,96,0.2,817789,3.6,3.7,0.617,11.2,69.3
2005,28,0.2,41,13.9,78,5.72,75,0.2,2564287,17.6,18.2,0.469,9.4,65.4
2014,23,8.06,22,6.7,45,7.1,23,0.2,45271947,2.3,2.4,0.746,15.2,78
2009,183,0.22,89,15.9,93,6.41,89,0.2,2674113,16.9,17.4,0.502,10.5,67.5
2014,162,0.01,97,39.9,94,6.88,97,0.2,8362745,3.6,3.7,0.622,11.3,69.6
2013,183,0.01,83,18.2,66,5.93,83,0.2,1522692,11,11.1,0.546,10.8,67.8
2008,189,0.07,82,21.3,83,2.81,77,0.2,236159276,1.7,1.7,0.641,11.7,67.7
2014,179,0.01,88,18.9,87,5.68,88,0.2,152779,1.9,11,0.553,10.9,68.3
2007,14,3.63,94,48.6,95,5.94,96,0.2,1425453,1.4,1.3,0.696,12.9,74.7
2004,165,6.2,9,42,92,5.78,92,0.2,57374,2.3,2.2,0.639,12.1,71.9
2005,163,6.38,92,42.8,96,6.7,96,0.2,5795494,2.3,2.2,0.646,12.3,72.1
2002,186,1.47,62,35.9,99,5.44,99,0.2,2527185,3.3,3.3,0.6,11,67.1
2006,161,5.61,92,43.5,98,6.43,98,0.2,5882796,2.2,2.2,0.648,12.1,72.3
2004,218,0.21,27,13.4,8,5.82,8,0.2,2539449,17.8,18.4,0.463,9.3,64.7
2009,174,0.3,93,35.9,93,5.93,93,0.2,7472819,3.7,3.8,0.601,11.1,66.7
2010,171,0.32,93,36.6,95,6.4,93,0.2,764163,3.7,3.8,0.603,11.1,67.3
2006,21,0.2,69,14.4,91,5.7,89,0.2,2594618,17.4,18,0.476,9.6,66
2011,166,0.32,96,37.4,97,5.98,96,0.2,7815949,3.7,3.7,0.608,11.1,68.1
2007,194,0.2,82,14.9,82,5.84,82,0.2,26214847,17.2,17.8,0.486,10,66.6
2013,198,8.44,46,6.1,72,7.67,76,0.2,454896,2.3,2.4,0.744,15.2,71
2010,196,2.77,38,15.9,76,4.28,79,0.2,12398691,27,27.8,0.569,10.4,66.4
2006,211,2.77,96,5.1,96,6.68,96,0.2,656478,1.8,1.7,0.651,12.9,75
2011,241,0.12,83,22.1,85,6.1,83,0.2,76569,7,6.8,0.479,10.6,62.2
2011,193,3,44,16.4,79,4.33,82,0.2,124723629,26.9,27.7,0.58,10.8,66.8
2012,19,3.1,73,17,79,4.39,82,0.2,126365852,26.9,27.6,0.59,11.3,67.3
2013,187,3.11,7,17.5,82,4.53,83,0.2,127856227,26.8,27.5,0.599,11.5,67.6
2010,14,4.72,93,52.2,92,5.3,93,0.2,29373646,1.1,1.1,0.708,13.3,73.7
2008,189,0.21,82,15.4,82,6.44,82,0.2,26475859,17,17.6,0.492,10.1,67
2012,164,0.01,94,38.2,96,6.39,94,0.2,799562,3.6,3.7,0.613,11.1,68.8
2010,158,5.95,98,27.9,99,3.81,99,0.2,672888,8.2,8.3,0.711,13.1,73.9
2007,124,6.16,85,51.9,84,6.31,85,0.2,345387,2.1,2,0.743,12.9,76.4
2002,125,5.52,98,47.8,99,8.3,99,0.2,3149265,2.3,2.2,0.725,12.6,75.7
2012,167,0.26,9,17.4,9,5.89,9,0.2,27649925,16.3,16.7,0.538,12.3,68.9
2010,178,0.24,82,16.4,83,6.43,82,0.2,2723137,16.7,17.2,0.515,11.1,68
2014,184,3.07,79,18.1,84,4.69,85,0.2,1293859294,26.8,27.4,0.607,11.6,68
2009,183,2.56,98,4,99,6.31,98,0.2,277674,3.1,3.1,0.651,11.8,68
2007,19,0.06,76,2.5,77,3.1,73,0.2,232989141,1.8,1.7,0.638,11,67.5
2011,172,0.27,92,16.9,92,6.73,92,0.2,27327147,16.5,16.9,0.529,12,68.4
2010,183,2.73,99,4.7,99,5.34,99,0.2,285624,3,3.1,0.657,11.9,68.3
2009,183,6.37,9,41.1,9,6.47,9,0.2,1321618,6,6.4,0.773,12.5,71
2010,256,11.05,97,57.5,98,6.83,97,0.2,142849449,2.3,2.5,0.773,13.7,68.4
2013,192,0.01,97,29.3,97,9.76,97,0.2,18745,5.7,5.5,0.559,11,67.1
2014,191,0.01,95,3.1,95,8.35,95,0.2,191266,5.6,5.4,0.562,11.1,67.3
2007,173,3.83,93,47.9,93,6.91,93,0.2,552216,2,1.9,0.601,11,72.5
2008,169,3.64,97,48.6,97,6.98,97,0.2,559456,1.9,1.8,0.607,11.1,72.5
2009,163,3.36,98,49.4,99,6.82,98,0.2,5666581,1.9,1.8,0.613,11.3,73.2
2013,12,0.01,94,29.7,93,4.29,93,0.2,5216,6.9,6.9,0.643,13.6,72.8
2010,212,8.39,48,58.5,57,7.81,52,0.2,45877,2.4,2.5,0.728,14.9,69.8
2014,117,0.01,97,3.5,95,4.76,95,0.2,526437,6.8,6.7,0.643,13.5,73
2011,24,8.48,21,59,54,6.98,5,0.2,45761,2.4,2.5,0.734,14.9,75
2005,213,2.77,89,49.4,89,7.19,89,0.2,628961,1.9,1.8,0.644,12.7,71
2012,25,8.44,46,59.6,72,7.47,76,0.2,455933,2.4,2.4,0.739,15.1,77
2004,123,5.69,95,49.5,92,8.9,95,0.2,3269541,2.2,2.1,0.733,12.8,75.8
2014,147,0.01,87,49.4,83,9.81,87,0.2,6552584,2,1.9,0.688,12.3,73.9
2010,186,6.76,96,47,96,5.85,96,0.2,32168,3.5,3.4,0.7,12.4,69.5
2013,148,5.03,86,48.6,8,1.49,86,0.2,646574,2,1.9,0.679,12.3,73.8
2013,18,6.56,95,49.3,95,5.79,95,0.2,344181,3.4,3.4,0.706,12.9,69.8
2013,184,2.42,92,54.7,92,6.95,92,0.2,625777,1.6,1.6,0.675,13.2,73
2014,181,2.52,93,55.4,93,6.77,94,0.2,6281189,1.6,1.6,0.676,13.2,73.3
2014,177,6.58,95,5.1,95,5.79,95,0.2,351694,3.4,3.4,0.705,12.8,70
2011,155,6.07,98,29,99,4.12,99,0.2,675313,8.1,8.2,0.72,13.3,74.1
2011,133,4.83,91,52.9,91,4.93,91,0.2,29759989,1.1,1.1,0.721,13.4,74.5
2013,229,10.58,97,59.3,98,7.9,97,0.2,14356911,2.3,2.3,0.799,14.6,70
2002,221,4.42,42,18.7,77,2.79,79,0.1,813526,1,9.7,0.625,11.4,66.8
2014,184,0.01,99,43.9,99,5.84,99,0.1,37577,3,3.1,0.69,12.1,69.2
2010,172,0.04,82,21.9,82,3.2,82,0.1,1756182,2.2,2.7,0.521,7.5,65.1
2009,175,0.03,78,21.3,7,2.94,71,0.1,1674958,2.5,2.9,0.514,7.3,64.8
2003,217,4.44,52,19.2,85,3.25,84,0.1,8331954,1,9.7,0.631,11.6,67.2
2004,132,1.35,77,56.8,85,5.37,85,0.1,677855,5.1,4.9,0.675,12,72
2005,291,0.02,66,14.2,58,8.7,58,0.1,257798,19.3,19.5,0.396,7.9,57.3
2014,135,0.01,94,59.9,94,5.57,94,0.1,1998979,2.6,2.8,0.797,14.7,74.8
2004,11,3.04,79,23.4,87,4.72,87,0.1,129675,5.1,4.6,0.622,10.2,73.5
2005,136,0.5,83,48.9,88,3.24,88,0.1,33288437,6.1,6,0.68,12,72.9
2011,161,0.5,67,15.8,66,0.76,67,0.1,1131523,11.3,11.4,0.607,12.5,67.2
2003,22,0.2,2,12.9,76,5.48,78,0.1,2495623,18,18.6,0.457,9.2,64.3
2008,14,3.96,89,5.1,91,3.8,89,0.1,29822,2,2.1,0.721,12.3,73.2
2001,75,9.69,95,55.7,96,8.11,93,0.1,569741,0.5,0.5,0.828,14.9,79.8
2006,99,5.31,98,5.8,97,5.86,97,0.1,2992547,1.7,1.8,0.696,11.4,74.2
2013,158,0.01,82,16.6,82,1.29,82,0.1,1184366,11.1,11.2,0.62,12.5,67.7
2000,188,0.06,65,15.4,72,1.98,75,0.1,21154429,11,11.2,0.597,10.7,66.3
2014,183,0.01,88,49.7,94,5.5,88,0.1,57554,1.1,1.2,0.512,9.6,68.8
2007,178,0.03,75,2.1,75,3.35,75,0.1,16332974,2.8,21.3,0.505,6.7,64.4
2004,158,0.01,11,12,88,2.62,99,0.1,14137489,2.1,2.7,0.491,8.1,67.3
2000,235,0.71,81,37.9,88,4.56,86,0.1,41269,1.4,1.4,0.455,7.2,65.8
2002,124,1.95,98,16.2,98,5.78,98,0.1,297,14.6,14.7,0.597,12,71.8
2007,68,2.33,99,61.6,95,7.37,95,0.1,7181,1.1,1.1,0.872,15.7,84
2009,147,1.08,84,72.1,86,4.67,84,0.1,1364,0.1,0.1,0.703,14.5,72.5
2005,19,0.06,65,19,79,2.79,72,0.1,22671273,1.9,1.9,0.629,11.1,67.2
2008,177,0.03,65,2.6,7,3.26,62,0.1,16364463,2.7,21.1,0.513,7.3,64.6
2010,92,5.75,99,28.1,99,4.89,99,0.1,133775,4.2,3.6,0.691,12.5,75
2007,29,2.09,99,56.6,99,3.74,99,0.1,834812,4.1,3.8,0.698,14.2,68.6
2007,82,1.78,98,19.5,98,6.64,98,0.1,349,14.3,14.4,0.632,11.9,75.4
2008,166,2.49,99,29.7,99,4.6,99,0.1,1244121,7.4,7.3,0.728,13.6,72.7
2011,14,0.96,82,73.3,84,4.6,82,0.1,14577,0.1,0.1,0.712,14.4,72.9
2011,275,0.01,68,17.2,68,7.87,68,0.1,2978599,18.2,18.2,0.454,9.5,59.2
2004,134,3.74,64,48.1,66,8.53,78,0.1,4245,2.8,3,0.694,12,72.3
2001,124,5.43,98,46.9,95,7.72,99,0.1,389684,2.3,2.3,0.721,12.4,75.5
2003,134,3.03,93,48.1,96,5.56,94,0.1,31786,2,2.1,0.657,10.8,72.7
2011,92,4.64,88,53.7,89,9.71,88,0.1,3688865,2.6,2.5,0.711,13.4,76.9
2009,95,1.62,81,63,75,7.42,81,0.1,4183156,4.7,4.7,0.746,13.2,74.7
2007,16,5.16,94,51.5,95,8.37,95,0.1,3774,2.8,2.8,0.703,12.9,75.4
2003,189,0.05,64,17.5,8,2.53,71,0.1,22545214,1.9,11,0.613,10.8,66.9
2010,222,14.44,96,59.3,99,5.55,98,0.1,949583,2,2.2,0.78,15.5,73
2014,158,0.01,92,18.5,92,5.8,92,0.1,28323241,15.9,16.3,0.551,12.4,69.6
2004,154,0.62,5,44.2,78,7.92,77,0.1,8365,3,3,0.668,11,68.4
2014,123,9.09,92,59.4,93,1.37,93,0.1,713576,2.1,2.1,0.771,14.3,75.4
2007,98,1.72,8,61.9,75,8.9,8,0.1,486466,4.7,4.6,0.731,12.9,74.4
2007,259,0.16,75,2.1,75,4.93,75,0.1,64162,7.3,7.2,0.459,10,66
2006,144,10.4,98,56,99,6.17,99,0.1,38141267,2.3,2.4,0.803,15,75.2
2011,13,0.51,96,36.3,96,3.89,96,0.1,28635128,8,7.8,0.774,13,74.3
2005,128,4.7,79,48.6,82,8.6,82,0.1,419,2.8,2.9,0.703,12.2,73.9
2005,137,0.47,96,49.1,98,5.6,98,0.1,35217,6.5,6.3,0.569,9.8,77
2013,88,5.79,99,3.9,99,5.39,99,0.1,135738,3.8,3.2,0.713,12.7,75.6
2004,131,0.93,82,46.8,84,4.48,81,0.1,1786638,6.5,6.3,0.61,10.6,73.2
2000,129,4.99,97,52.4,97,4.98,97,0.1,11719673,2,1.9,0.694,11.4,74.8
2011,139,9.1,96,57.7,89,5.53,89,0.1,2147528,2.9,3.1,0.798,15.7,74.3
2000,321,0.01,62,12.2,24,8.2,24,0.1,293756,2.3,2.5,0.338,5.5,54.8
2014,132,0.01,97,17.7,97,2.82,97,0.1,15945279,18.1,18.6,0.57,10,71.4
2001,316,0.01,63,12.6,35,7.8,33,0.1,2966463,2.1,2.4,0.34,5.9,55.3
2007,295,0.02,63,15.2,63,6.73,63,0.1,26616792,19,19.1,0.415,8.4,57.5
2003,295,0.01,65,13.4,41,8.82,41,0.1,2364851,19.7,19.9,0.373,6.5,56.7
2010,236,6.83,99,49.2,98,4.42,99,0.1,16321581,2.3,2.5,0.763,14.5,67.8
2000,219,4.73,7,17.8,74,3.21,78,0.1,77991569,1,9.6,0.618,11.4,66.8
2002,127,4.77,97,54.1,98,5.52,97,0.1,1435568,1.9,1.8,0.703,11.6,75
2001,284,5.75,95,44.4,95,3.47,95,0.1,14858335,2.6,2.7,0.685,12.3,64.4
2004,186,7.91,99,29.2,99,4.17,99,0.1,82475,6,6.4,0.715,12.3,72.1
2001,126,4.86,97,53.2,97,5.35,97,0.1,136768,1.9,1.9,0.7,11.6,75
2009,183,2.05,97,19.2,97,3.37,97,0.1,19968,15.3,15.4,0.735,13.4,71.8
2004,218,4.45,48,19.6,85,3.23,88,0.1,84678493,1,9.7,0.636,11.6,67.3
2001,254,10.74,93,54.9,99,6.62,99,0.1,9928549,2.6,2.7,0.681,13.3,67.7
2001,11,2.84,65,21.2,86,4.56,86,0.1,127185,5.7,5,0.592,9.6,72.2
2007,144,10.9,98,56.6,99,6.28,99,0.1,381256,2.2,2.4,0.808,15,75.3
2007,124,6.67,94,59.5,94,8.23,94,0.1,3339741,1.6,1.5,0.76,15.3,75.4
2013,97,1.29,81,64.9,75,6.63,81,0.1,527612,4.8,4.8,0.766,13.3,74.9
2003,18,4.29,97,47.9,97,6.27,97,0.1,339616,1.9,2,0.674,10.7,72.8
2009,158,10.4,95,56.3,95,5.56,95,0.1,2367487,3,3.3,0.795,15.4,73.1
2013,145,4.41,91,56.4,91,6.84,91,0.1,47342981,2.1,1.9,0.712,13.3,74.4
2000,163,9.69,94,57,94,6.7,93,0.1,817172,2.5,2.5,0.709,12.9,71.1
2004,293,0.02,67,13.8,5,8.79,5,0.1,24118979,19.5,19.7,0.381,6.8,57
2004,197,1.56,62,16.1,97,4.28,97,0.1,19228,15.4,15.5,0.705,12.8,69.1
2008,14,11.4,98,57.2,96,6.88,99,0.1,38125759,2.2,2.3,0.813,15,75.5
2003,172,6.95,97,46.1,99,6.94,99,0.1,182482149,3.3,3.3,0.699,14.8,71.8
2010,18,6.51,99,33.5,99,3.59,99,0.1,8977,5.8,6.2,0.74,13.2,72.4
2012,184,0.01,99,42.2,99,6.49,99,0.1,297745,3,3.1,0.673,12,68.8
2003,215,1.18,79,4.4,84,6,84,0.1,446769,1.3,1.3,0.453,8,66.8
2002,3,0.01,64,13,36,7.76,36,0.1,21979923,19.9,2.2,0.341,6.2,56.2
2006,295,0.03,64,14.7,58,7.43,58,0.1,2589345,19.2,19.3,0.405,8.1,57.3
2000,115,3.06,6,2.5,86,4.6,85,0.1,1262645,5.9,5.1,0.583,9.5,71.7
2008,172,2.1,98,18.5,98,3.44,98,0.1,19817,15.4,15.4,0.731,13.3,72.3
2007,121,0.83,83,49.4,83,3.72,8,0.1,1963286,6.4,6.2,0.644,11.5,73.8
2006,212,0.76,88,72.8,86,1.93,86,0.1,9426,0.2,0.1,0.576,12.1,65
2010,27,0.48,91,75.2,95,1.52,91,0.1,12652,0.1,0.1,0.584,11.9,65.3
2009,133,6.66,54,51.3,93,1.19,88,0.1,3978,2.6,2.8,0.734,12.8,73.2
2012,99,0.55,99,55.5,99,6.15,99,0.1,33333789,6.3,6.2,0.623,11.6,73.6
2013,185,0.01,99,43,99,6.32,99,0.1,32432,3,3.1,0.681,12,69.1
2008,193,1.09,89,44.7,94,5.97,89,0.1,54477,1.2,1.2,0.489,9.2,68
2005,137,4.25,91,48.8,92,5.25,9,0.1,2981259,2,2.1,0.679,10.9,73
2001,221,1.93,98,51.2,92,3.28,91,0.1,814218,4.3,4,0.683,13.2,67.8
2012,112,1.54,97,63.7,97,5.24,97,0.1,74569867,4.9,4.7,0.75,14.3,74.8
2012,143,2.8,99,21.2,99,3.21,99,0.1,2425,15.3,15.2,0.752,13.7,74.5
2011,141,3.03,99,2.5,99,3.28,99,0.1,2271,15.3,15.3,0.746,13.6,74.5
2000,18,3,89,65.6,94,5.31,95,0.1,17461,0.2,0.2,0.64,12.1,72
2005,185,7.82,99,3.1,99,3.91,99,0.1,82858,6,6.4,0.712,12.1,72.2
2010,145,0.19,72,55.8,74,3.82,74,0.1,376271,5.3,5.1,0.646,10.4,76
2011,14,0.54,98,54.6,98,5.99,99,0.1,32858823,6.3,6.2,0.612,11.2,73.3
2001,74,2.53,96,58.7,93,7.61,92,0.1,6439,1.1,1.1,0.85,15.1,79.3
2010,25,5.8,96,46.9,96,4.7,96,0.1,271265,2.2,2.3,0.693,14.3,66.3
2009,132,2.1,74,47.3,84,5.85,81,0.1,8947243,2.8,2.9,0.728,11.6,78
2008,121,1.39,92,6.2,96,6.7,96,0.1,74432,5,4.8,0.705,12.5,73.5
2000,149,0.54,97,26,98,3.4,98,0.1,2318568,9.8,9.6,0.715,11.6,72.4
2003,282,6.58,99,45.3,99,3.7,99,0.1,149918,2.5,2.6,0.714,13.1,64.4
2013,12,11.63,96,6.4,95,6.4,99,0.1,384196,2,2.1,0.838,15.4,77.1
2005,163,6.97,98,47.8,99,8.27,99,0.1,186917361,3.2,3.1,0.694,13.8,72.7
2003,253,11.17,56,55.8,53,6.59,5,0.1,9796749,2.5,2.6,0.695,13.9,67.7
2003,185,0.01,63,17.9,69,2.61,67,0.1,1477341,21.6,22,0.465,5.6,63.5
2000,247,12.98,7,54.4,99,6.13,99,0.1,997961,2.7,2.8,0.675,13.1,68
2014,22,6.29,95,52.3,95,4.36,95,0.1,17289224,2.4,2.5,0.789,15,69.9
2013,219,4.61,89,24.3,84,4.56,89,0.1,9848132,1,9.7,0.671,11.7,68.1
2011,169,10.14,89,59.4,92,6.1,92,0.1,25979,2.2,2.3,0.81,15.8,73.6
2008,119,6.76,94,6.1,94,8.17,94,0.1,335824,1.6,1.5,0.77,15.7,76.4
2013,182,0.01,94,48.9,99,5.42,94,0.1,563513,1.1,1.2,0.509,9.5,68.8
2009,96,4.07,87,54.4,8,9.69,86,0.1,4488263,1.9,1.8,0.747,13.1,79.2
2003,169,4.17,83,68.2,82,4.71,83,0.1,177662,0.2,0.2,0.659,12.3,79
2001,16,10.72,93,57.5,94,7.23,94,0.1,89142,2.4,2.5,0.713,12.9,71.6
2005,24,0.9,83,42.1,9,7.83,89,0.1,469885,1.3,1.3,0.465,8.3,67.4
2008,287,0.03,64,15.7,64,8.33,64,0.1,2729431,18.8,18.9,0.433,8.7,58.1
2013,28,6.48,99,51.4,98,4.3,98,0.1,1735275,2.4,2.5,0.782,15,69.5
2005,15,5.16,98,49.9,97,6.12,98,0.1,311487,1.8,1.8,0.685,10.8,73.5
2005,127,0.55,95,57.8,95,8.88,95,0.1,5714111,3.9,3.8,0.73,13.8,72.4
2002,124,5.86,95,56.3,93,7.18,95,0.1,3327773,1.7,1.7,0.746,14.7,75.4
2014,155,0.01,77,17,76,1.48,77,0.1,1212814,1.9,11.1,0.612,12.5,68
2007,2,0.85,9,43.8,93,6.42,9,0.1,49294,1.2,1.2,0.482,9,67.6
2004,183,0.01,65,18.4,65,2.56,65,0.1,15783,21.4,21.8,0.474,5.6,63.7
2010,188,1.1,9,46.4,94,7.47,9,0.1,52779,1.2,1.2,0.492,9.3,68.3
2006,98,3.28,91,24.9,94,4.52,93,0.1,13112,4.8,4.3,0.646,11,74.2
2012,159,0.01,83,16.2,83,1.1,83,0.1,115676,11.2,11.3,0.618,12.5,67.4
2006,161,7.1,99,48.6,99,8.36,99,0.1,18912412,3.1,3.1,0.698,13.8,73
2011,26,0.53,95,75.7,95,1.42,99,0.1,14656,0.1,0.1,0.585,11.9,65.5
2005,2,0.04,7,18.9,78,2.91,77,0.1,15399667,21.2,21.7,0.487,6.1,62.9
2009,155,5.39,85,45.6,81,9.14,85,0.1,6127837,2.1,2,0.663,12.1,73
2000,221,2.05,98,5.2,91,3.87,9,0.1,811223,4.3,4,0.681,13.1,67.7
2014,214,4.52,67,24.8,77,4.71,67,0.1,112249,1,9.7,0.676,11.7,68.4
2000,77,9.78,94,55,97,7.91,87,0.1,5694218,0.5,0.5,0.823,14.8,79.4
2007,9,5.58,98,51.7,99,6.1,98,0.1,29717,1.6,1.7,0.703,11.6,75.9
2003,155,11.19,96,58.6,96,7.43,96,0.1,7775327,2.3,2.4,0.729,12.9,72
2004,125,0.54,95,57,95,9.5,95,0.1,5535595,3.9,3.8,0.723,13.5,72.5
2000,142,2.9,55,47.1,96,6.25,93,0.1,369588,2.1,2.2,0.639,11.2,72
2010,116,1.49,96,61.9,97,5.61,97,0.1,72326914,4.9,4.7,0.715,13,74.2
2002,157,10.2,88,58.1,94,7.41,93,0.1,7837161,2.4,2.4,0.723,12.9,71.8
2006,68,2.23,96,61.1,94,7.38,95,0.1,7537,1.1,1.1,0.87,15.7,84
2004,287,6.55,99,45.8,99,3.95,82,0.1,1512985,2.5,2.6,0.725,13.5,64.7
2001,188,0.06,62,16,77,2.23,76,0.1,2145652,11,11.1,0.604,10.6,66.5
2008,157,6.14,87,44.9,85,7.6,89,0.1,647117,2.1,2.1,0.654,11.9,72.7
2003,161,0.01,5,11.6,9,2.51,87,0.1,139191,2.3,2.9,0.484,7.9,66.8
2002,138,1.47,72,55.1,78,5.36,78,0.1,6514354,5.2,5,0.658,11.5,71.2
2009,165,0.09,72,15.1,78,1.2,72,0.1,19221,11.6,11.6,0.599,12.1,66.6
2008,1,5.61,99,52.6,99,5.87,99,0.1,2947314,1.6,1.6,0.713,12,75.3
2008,168,0.06,79,14.7,79,0.74,79,0.1,17811,11.7,11.7,0.566,11.7,66.2
2002,178,9.62,99,52.4,98,4.57,98,0.1,2173496,3.7,4.1,0.714,12,77
2005,155,0.01,45,12.5,94,2.68,93,0.1,14343111,19.9,2.5,0.499,8.2,67.8
2006,1,4.82,9,51,91,8.28,87,0.1,3779468,2.9,2.8,0.697,12.7,75.7
2010,163,0.1,72,15.5,72,0.92,72,0.1,119591,11.5,11.5,0.599,12.4,66.9
2008,97,4.27,95,26.5,99,4.59,97,0.1,1324655,4.5,4,0.672,11.9,74.5
2002,146,0.55,5,43.1,8,4.47,76,0.1,817195,3.1,3.1,0.651,10.6,67.8
2006,153,3.52,35,7.3,37,4.68,39,0.1,18194,0.2,0.2,0.677,12.7,72
2006,179,0.03,78,19.5,77,3.4,78,0.1,15793993,21,21.5,0.501,6.5,64.2
2000,158,1.24,93,65.5,91,4.75,91,0.1,9882,0.1,0.1,0.676,13.7,71.6
2001,129,1.98,98,15.6,97,5.84,98,0.1,292,14.7,14.8,0.587,11.8,78
2013,142,2.56,99,21.9,99,3.68,99,0.1,2585,15.2,15.1,0.757,13.8,74.6
2010,91,5.28,99,54.3,99,5.34,99,0.1,291321,1.4,1.5,0.725,12.5,76.2
2012,127,3.92,88,52.1,85,6.48,87,0.1,15419666,1.3,1.2,0.717,13.3,75.5
